id,fldNpdidFi,wlbNpdidWe,fldName,fldCurrent,wlbName,fldDiscove,fldFactPag,fldFactMap,fldOwnerKi,fldOwnerNa,cmpLongNam,wlbFactPag,fldHcType,fldMainAre,cmpNpdidCo,fldNpdidOw,fldDateUpd,fldDateU_1,fldMainSup,Shape_Leng,Shape_Area
49,46437,398,TROLL,Producing,31/2-1,1979,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=46437,BUSINESS ARRANGEMENT AREA,TROLL UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=398,OIL/GAS,North Sea,32011216,41105,00:00.0,00:00.0,Mongstad,326184.3403,647703631
114,29398828,5102,TROLL BRENT B,Shut down,31/2-N-11 H,2005,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=29398828,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=29398828,PRODUCTION LICENSE,54,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5102,OIL,North Sea,32011216,21228,00:00.0,00:00.0,Mongstad,10440.25418,2965737.565
85,18081500,1467,TRYM,Producing,03/07/2004,1990,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=18081500,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=18081500,PRODUCTION LICENSE,147,DNO Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1467,GAS/CONDENSATE,North Sea,29468270,21988,00:00.0,00:00.0,,6608.469588,2469153.05
52,853376,2430,TUNE,Producing,30/8-1 S,1995,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=853376,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=853376,PRODUCTION LICENSE,190,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2430,GAS/CONDENSATE,North Sea,32011216,22332,00:00.0,00:00.0,Mongstad,35018.12269,20374630
72,3960848,61,TYRIHANS,Producing,02/01/6407,1983,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3960848,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3960848,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=61,GAS/CONDENSATE,Norwegian Sea,32011216,3488806,00:00.0,00:00.0,Kristiansund,48506.88047,50617879.43
47,43800,295,ULA,Producing,07/12/2002,1976,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43800,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43800,PRODUCTION LICENSE,19,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=295,OIL,North Sea,28544099,20916,00:00.0,00:00.0,Tananger,23951.44999,22439603.97
65,2834734,3260,URD,Producing,06/10/6608,2000,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2834734,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2834734,PRODUCTION LICENSE,128,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3260,OIL,Norwegian Sea,32011216,21836,00:00.0,00:00.0,Sandnessj├╕en,30259.02879,8752288.092
111,28975098,321,UTGARD,Producing,15/08/2001,1982,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=28975098,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=28975098,BUSINESS ARRANGEMENT AREA,UTGARD UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=321,GAS,North Sea,32011216,28975129,00:00.0,00:00.0,,26529.57103,14075165.26
58,1578893,1703,VALE,Producing,25/4-6 S,1991,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1578893,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=1578893,PRODUCTION LICENSE,36,Spirit Energy Norway AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1703,GAS/CONDENSATE,North Sea,33342085,21076,00:00.0,00:00.0,,15430.19385,5343544.813
89,20460969,476,VALEMON,Producing,34/10-23,1985,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20460969,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20460969,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=476,GAS/CONDENSATE,North Sea,32011216,18403644,00:00.0,00:00.0,Mongstad,91994.27613,80164198.95
15,43548,276,VALHALL,Producing,02/08/2006,1975,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43548,BUSINESS ARRANGEMENT AREA,VALHALL UNIT,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=276,OIL,North Sea,28544099,41657,00:00.0,00:00.0,Tananger,27197.0757,47539999.36
3,43451,438,VARG,Shut down,15/12/2004,1984,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43451,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43451,PRODUCTION LICENSE,1034,Chrysaor Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=438,OIL,North Sea,32035996,36464054,00:00.0,00:00.0,Tananger,26427.34604,15275064.03
78,4467595,205,VEGA,Producing,35/8-1,1981,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4467595,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4467595,BUSINESS ARRANGEMENT AREA,VEGA UNIT,Wintershall Dea Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=205,GAS/CONDENSATE,North Sea,35318843,20459640,00:00.0,00:00.0,Flor├╕,45847.85884,28749165.33
25,43618,508,VESLEFRIKK,Producing,30/3-2 R,1981,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43618,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43618,PRODUCTION LICENSE,52,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=508,OIL,North Sea,32011216,21212,00:00.0,00:00.0,Mongstad,25120.95991,29642152.13
10,43513,181,VEST EKOFISK,Shut down,02/04/2006,1970,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43513,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43513,PRODUCTION LICENSE,18,ConocoPhillips Skandinavia AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=181,GAS/CONDENSATE,North Sea,2410696,20900,00:00.0,00:00.0,,15135.8675,7557301.041
38,43732,878,VIGDIS,Producing,34/7-8,1986,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43732,PRODUCTION LICENSE,89,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=878,OIL,North Sea,32011216,21516,00:00.0,00:00.0,Flor├╕,71039.74865,51836039.58
67,3392471,4278,VILJE,Producing,25/4-9 S,2003,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3392471,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3392471,PRODUCTION LICENSE,036 D,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4278,OIL,North Sea,28544099,5081703,00:00.0,00:00.0,,12688.79309,6699831.593
39,43745,854,VISUND,Producing,34/8-1,1986,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43745,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43745,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=854,OIL/GAS,North Sea,32011216,40726,00:00.0,00:00.0,Flor├╕,73949.86633,57420382.41
91,20461008,5943,VISUND SØR,Producing,34/8-14 S,2008,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=20461008,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=20461008,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5943,OIL/GAS,North Sea,32011216,40726,00:00.0,00:00.0,Mongstad,12594.77452,6813817.621
74,4380167,2244,VOLUND,Producing,24/09/2005,1994,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4380167,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4380167,PRODUCTION LICENSE,150,Aker BP ASA,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2244,OIL,North Sea,28544099,22012,00:00.0,00:00.0,,60223.13841,18218023.26
68,3420717,2105,VOLVE,Shut down,15/9-19 SR,1993,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3420717,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3420717,,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2105,OIL,North Sea,,,00:00.0,00:00.0,Dusavik,7748.274809,3732525.854
48,43807,1038,YME,Approved for production,09/02/2001,1987,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43807,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43807,PRODUCTION LICENSE,316,Repsol Norge AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1038,OIL,North Sea,27052812,2786469,00:00.0,00:00.0,,55943.02452,38418459.92
81,4973114,5562,YTTERGRYTA,Shut down,08/11/6507,2007,https://factpages.npd.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=4973114,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=4973114,PRODUCTION LICENSE,62,Equinor Energy AS,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5562,GAS,Norwegian Sea,32011216,21292,00:00.0,00:00.0,,7429.678801,2908767.1
